ethnicity,Recipe Name,instructions,ingredients,image,descriptor,category
Filipino,Famous Chicken Adobo,"Heat vegetable oil in a large skillet over medium-high heat. Cook chicken pieces until golden brown, 2 to 3 minutes per side. Transfer chicken to a plate and set aside. Add onion and garlic to the skillet; cook until softened and brown, about 6 minutes. Pour in soy sauce and vinegar and season with garlic powder, black pepper, and bay leaf. Return chicken to pan, increase heat to high, and bring to a boil. Reduce heat to medium-low, cover, and simmer until chicken is tender and cooked through, 35 to 40 minutes.","2 tablespoons vegetable oil 1 (3 pound) chicken, cut into pieces 1 large onion, quartered and sliced 2 tablespoons minced garlic ⅔ cup low sodium soy sauce ⅓ cup white vinegar 1 tablespoon garlic powder 2 teaspoons black pepper 1  bay leaf",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2F0bcaa23245a4a0c61adcd0e34dbc8596%2F1649690275Adobo.jpg&q=60&c=sc&orient=true,Classic chicken adobo recipe that's simple to make and loved by all who try it. It has been modified to be a bit saucier than traditional adobo and is delicious served over rice.,Main Dishes
Filipino,Chicken Tinola,"Get ready for a fragrant chicken soup loaded with fresh vegetables and bold seasonings. This top-rated recipe boasts an intensely savory flavor that makes it stand out from the pack. Try your hand at this terrific chicken tinola and make tonight's dinner one to remember. Tinola is a traditional Filipino comfort food that usually consists of broth, chicken, leafy greens, papaya, and ginger. Fish sauce is a key ingredient that lends a deliciously pungent taste. Chicken tinola is often served with rice to make a hearty meal. This version features chayote squash and bok choy for a fresh, vibrant spin on traditional chicken soup. Make this warming Filipino chicken soup a part of your regular rotation. You'll find the full recipe below with step-by-step instructions, but here's what you can expect when you make this top-rated recipe:,Begin gently cooking the onion and garlic in a large pot over medium heat until fragrant. Add the ginger, fish sauce, and chicken, and cook for about five minutes. Stir in the broth, squash, and seasonings before simmering until the chicken is white in the center. Add bok choy and spinach, cooking the mixture just until the greens are wilted. Serve the soup hot by itself or paired with rice. Refrigerate the leftover chicken tinola in an airtight container for up to three days. If you'd like to freeze chicken tinola, use a heavy-duty bag or large, tight-lidded container for best results. Reheat on the stovetop. ""This soup is soo good!"" raves Yum Yum Betty. ""I substituted zucchini and yellow squash for the chayote squash and added an extra can of chicken broth, mushrooms, and hot chili oil. I will definitely make this again."",""I was actually very afraid making this because it's out of my comfort zone but my husband is Filipino & I really wanted to make this for him,"" shares kaylaem. ""It came out perfectly – thank you so much for sharing the recipe!"",""Delicious and great for a rainy day,"" says Raivyn. ""Tasted like my mom's, and was very easy to make."",Editorial contributions by Rai Mincey,Gather all ingredients. Heat oil in a large pot over medium heat. Add onion and garlic; cook and stir until fragrant, about 2 minutes. Add ginger and fish sauce; cook and stir for 1 to 2 minutes. Stir in chicken and cook for 5 minutes. Pour in chicken broth and cook for 5 minutes. Add squash and simmer until chicken is no longer pink in the center, about 10 minutes. Season with salt and pepper. Add bok choy and spinach; cook until spinach is just wilted, 1 to 2 minutes. Serve hot. You can use a green papaya instead of chayote squash if preferred.","1 tablespoon cooking oil, 1 medium onion, chopped, 2 cloves garlic, minced, 1 (1 1/2 inch) piece fresh ginger, peeled and thinly sliced, 1 tablespoon fish sauce, 3 pounds chicken legs and thighs, rinsed and patted dry, 2 (14 ounce) cans chicken broth, 1  chayote squash, peeled and cut into bite-sized pieces,   salt and ground black pepper to taste, 1 head bok choy, chopped, 1 (8 ounce) package fresh spinach, chopped",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2Fc1974319cbb26a48572fce499a568187%2F166269458816626945690753495708829739706442.jpg&q=60&c=sc&orient=true,"Tinola is an easy, one-pot soup from the Philippines. Chicken, chayote squash (or papaya!), bok choy, and spinach are simmered with fresh ginger in a savory broth that's often served with white rice.",Cuisine
Filipino,Quick and Easy Pancit,"This pancit recipe is a flavor sensation — and it comes together in just half an hour!,Pancit is a Filipino dish. There are many different types of pancit, but it always features rice noodles and vegetables (and often meat, such as pork or chicken). You’ll find the full, step-by-step recipe below — but here’s a brief overview of what you can expect when you make homemade pancit:,Pancit is traditionally made with vermicelli rice noodles. The great thing about rice noodles? You don’t have to boil them! Just soften them in water and you’re good to go. If you don’t have rice noodles on hand, you can use udon or chow mein noodles. If you’re in need of some serving inspiration, we’ve got you covered. Explore our entire collection of Filipino Recipes, or check out one of these mouthwatering recipe collections:,Store your leftover pancit in an airtight container in the refrigerator for up to four days or freeze for up to three months. Thaw in the refrigerator overnight. “Awesome starter recipe,” according to LittleMsBozzi. “I added in some fish sauce, Maggi seasoning, shrimp, and soft-boiled eggs and it was incredible.”,“This is my second time making it and it's so good,” raves SweetCatalyst. “The mixture of soy sauce, garlic, onion and lemon juice are what make the dish. It only needed a sprinkle of salt to make the taste pop.”,“I make this all the time now,” says Sara Vogt. “Leftovers warm up great and it's quick, easy and cheap! Everyone I make this for begs for more!”,Editorial contributions by Corey Williams,Place rice noodles in a large bowl; cover with warm water and let soften for 8 to 10 minutes. Drain and set aside. Meanwhile, heat oil in a wok or large skillet over medium-low heat. Add onion and garlic; cook and stir until onion is tender, about 3 to 5 minutes. Stir in chicken, cabbage, carrots, and soy sauce. Cook until cabbage begins to soften. Toss in noodles and cook, stirring constantly, until heated through. Transfer pancit to a serving dish and garnish with lemon wedges.","1 (12 ounce) package dried rice noodles, 1 teaspoon vegetable oil, 1  onion, finely diced, 3 cloves garlic, minced, 2 cups diced cooked chicken breast meat, 1 small head cabbage, thinly sliced, 4  carrot, thinly sliced, ¼ cup soy sauce, 2  lemons - cut into wedges, for garnish",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2F8f02d6adc0ffc4bd852eef00e4653aab%2F166223735174321346-21AE-483A-AE6A-F698BBC38AFA.jpeg&q=60&c=sc&orient=true,"This quick pancit recipe with chicken, vegetables, and rice noodles is easy and delicious. It will remind you of island fiestas!",Cuisine
Dutch,Holland Butter Cookies,"Preheat the oven to 375 degrees F (190 degrees C). Grease cookie sheets. In a medium bowl, cream butter to soften. Combine the flour, sugar and baking soda, stir into the softened butter. Drop by rounded spoonfuls onto the prepared cookie sheet. Press down sightly with a cold fork. Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely.","2 cups butter, 3 cups all-purpose flour, 1 ¼ cups white sugar, ⅛ teaspoon baking soda",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F2d62099e62af5fabdf4f6083329de32d%2F6094628.jpg&q=60&c=sc&orient=true,These cookies are delightful all year round. Buttery and light they will melt in your mouth.,Cuisine
Dutch,Dutch Cookies,"Preheat oven to 350 F (175 degrees C). Cream together the butter, shortening, sugar and vanilla. Sift together the flour, baking soda and salt. Add to sugar mixture and mix well, being careful not to over mix. Drop heaping teaspoonfuls of dough on ungreased cookie sheet and flatten each with the tines of a fork (dip fork into small bowl of water so that dough doesn't stick to fork). Do this once or twice, depending on the size of cookie and fork. Bake for 13 to 15 minutes. After each pan is removed from oven, carefully place 5 or 6 chocolate chips on top of each cookie while they are still hot. When chocolate is glossy and soft, spread with knife.","½ cup butter, ½ cup shortening, 1 cup white sugar, 2 cups all-purpose flour, ½ teaspoon baking soda,   salt to taste, 1 teaspoon vanilla extract, 1 cup semi-sweet chocolate chips",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2F7fb12a260eff3fa3dbfa5d630130c59b%2F1682862598628584E82A3-7AB4-4AC3-9781-23967302F8BD.jpeg&q=60&c=sc&orient=true,"This recipe has become a cherished family favorite, and it all began in 1965 with my older brother's 2nd grade teacher sharing it with our mother. Melt-in-your-mouth good! At holiday time, add festive sprinkles on top while chocolate is still soft. Enjoy!",Cuisine
Dutch,Lahmacun Turkish Pizza,"Heat a large skillet over medium-high heat. Combine the garlic, onion, basil, parsley, mint, paprika, cumin, coriander, diced bell peppers, lemon juice, and olive oil in a food processor. Pulse the vegetables until finely chopped. Add the halved tomatoes and process until the mixture is a thick puree. Place the lamb in the preheated skillet and reduce the heat to medium. Add the puree and the tomato paste and mix well. Cook and stir until the lamb is cooked through, 10 to 15 minutes. Stir in cayenne pepper and salt to taste. Transfer the mixture to a shallow baking dish to cool to room temperature. Cover with plastic wrap and refrigerate overnight. Dissolve the yeast and sugar in 1 cup warm water. Combine the flour and salt in a mixing bowl and stir well. Add the vegetable oil and 1/2 cup water to the yeast mixture and pour it over the flour. Use your hands to mix the dough. Turn the dough out onto a lightly floured surface and knead until smooth and elastic, about 8 minutes. Shape the dough into a ball and transfer to an oiled bowl. Cover with a wet towel and let rise in a warm place until doubled in bulk, about 1 hour. Remove the lamb sauce from the refrigerator and allow it to come up to room temperature. Prepare the garlic sauce: combine the yogurt, parsley, crushed garlic, and salt and pepper to taste. Stir well and set aside. Punch the dough down, transfer it to a floured work surface, and cut the dough into 10 portions. Shape each portion into a round. Flatten each round with your hand; use a rolling pin to roll each piece into a 10-inch circle. The dough should be thin, like a crepe. Place the rounds on parchment paper. Preheat an oven to 500 degrees F (260 degrees C). Stir the lamb sauce and then spoon it onto a dough round. Spread it thinly to the edges and press down lightly so it sticks to the dough. Bake pizzas on parchment paper-lined baking sheets on the lowest oven rack until the edges are a light tan color, 8 to 10 minutes. Place on a wire rack to cool. The pizzas can be stored in an airtight container in the refrigerator for three days or in the freezer for three months. To reheat, place the pizzas in a 350 degree F oven (175 degrees C) for 8 minutes. To assemble the lahmacun, drizzle with garlic sauce, top with shredded cabbage, and roll up to eat. See the Cook's Notes for other garnish ideas. Additional condiments include chili sauce, harissa, or Tabasco. In place of the cabbage, you can combine 1 cup lettuce, thinly sliced tomatoes, cucumbers, and red onion. To assemble, arrange cabbage, lettuce, cucumbers, tomatoes, or onion down one side of the pizza. Drizzle with garlic sauce and hot sauce, and roll up. Eat and enjoy--but watch out for the drip. You won't want to miss a bite!,If you can't find ground lamb in your area, you may substitute ground beef.","1 teaspoon chopped garlic, 1  yellow onion, chopped, 3 tablespoons chopped fresh basil, ½ cup chopped fresh parsley, 2 tablespoons chopped fresh mint, ½ teaspoon paprika, ½ teaspoon ground cumin, ½ teaspoon ground coriander seed, ½ cup green bell pepper, diced, ½ cup red bell pepper, diced, ½  lemon, juiced, 4 teaspoons olive oil, 4  roma (plum) tomatoes, halved, 1 pound lean ground lamb, 6 tablespoons double concentrated tomato paste,   cayenne pepper to taste,   salt to taste",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F559751.jpg&q=60&c=sc&orient=true,"This Turkish-style pizza is a Turkish flat bread layered with a fresh sauce composed of tomatoes, sweet bell peppers, and minced lamb cooked with a flavorful selection of Mediterranean spices. It is normally garnished with fresh salad and a creamy garlic sauce and or a tangy zesty hot red pepper sauce. It is a really light meal, but filling and flavorful. I find it worth the time to make if I can't get it from my favorite Turkish bakery in my old neighborhood in Amsterdam. For the best flavor, make the topping the night before you make the pizza.",Cuisine
Dutch,Dutch Bokkenpootjes - Goat's Feet,"Beat egg whites until foamy in a large glass or metal mixing bowl. Gradually add the white sugar, continuing to beat until stiff peaks form. Lift your beater or whisk straight up: the egg whites should form a sharp peak that holds its shape. Fold in the almond meal, cinnamon, lemon zest, and vanilla. Line a baking sheet with parchment paper. Transfer the meringue to a piping bag with a large plain tip (or a gallon-sized plastic zipper bag with the corner snipped off). Pipe the meringue into ladyfingers about 3 inches long. Set the pan aside and let the meringues dry at room temperature for 2 hours. Preheat an oven to 320 degrees F (160 degrees C). Bake the cookies on the middle oven rack until dried but not yet brown, 15 to 20 minutes. Allow them to cool completely. Make the filling by creaming the butter and confectioners' sugar until smooth. Stir in the vanilla. Meanwhile, melt the chocolate in the top of a double boiler over just-barely simmering water, stirring frequently and scraping down the sides with a rubber spatula to avoid scorching. To assemble the cookies, spread buttercream on the back of a cookie, sandwich it together with another cookie, and dip both ends in the melted chocolate. Let the dipped cookies dry on waxed paper or parchment. Almond meal can be found in specialty stores and some supermarkets. One pound of almond meal yields about 4 3/4 cups. To make it yourself, grind 3 1/2 cups raw almonds with 1/2 cup of the white sugar in the recipe (the sugar helps give the nuts a finer grind). Proceed as directed.","8  egg whites, 1 ¾ cups white sugar, 5 ¼ cups almond meal, 1 teaspoon ground cinnamon,   zest from 1 lemon, 1 teaspoon vanilla extract",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F562747.jpg&q=60&c=sc&orient=true,Delicious traditional Dutch almond meringue cookies filled with butter icing and dipped in chocolate.,Cuisine
Dutch,Hachee (Dutch Beef Stew),"Heat 1 tablespoon oil in a pot over medium-high heat and cook beef stew meat until browned on all sides, 5 to 10 minutes. Season with salt and pepper. Pour in water, bring to a boil, reduce heat, cover, and simmer over low heat for 45 minutes. Heat 1 tablespoon oil in a skillet and cook half of the onions over medium-low heat until they are very soft and are starting to caramelize, about 10 minutes. Add sauteed onions and uncooked onions to the pot with the meat. Add cloves and bay leaves and simmer for 45 more minutes. Season with beef bouillon. When meat is cooked through, season with vinegar, sugar, and curry powder. Remove 1 tablespoon of liquid and stir together with potato starch in a small bowl to make a slurry. Add slurry back to the stew to thicken. Cook for 1 to 2 more minutes. Recipe has been updated based from original publication.","2 tablespoons oil, divided, 1 (1 pound) package beef stew meat, cut into 1/2-inch cubes, 1 pinch salt and pepper to taste, 1 cup water, 2 pounds onions, chopped, 2 whole cloves, 2 large bay leaves, 1 cube beef bouillon granules, 1 tablespoon vinegar, or more to taste, 1 teaspoon white sugar, 1 teaspoon curry powder, or to taste, 1 tablespoon potato starch",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9338624.jpg&q=60&c=sc&orient=true,Serve this tender Dutch hachee with potatoes and vegetables.,Cuisine
Dutch,Jan Hagel Cookies,"Preheat the oven to 300 degrees F (150 degrees C). Set out two rimmed baking sheets. Beat butter and sugar with an electric mixer in a mixing bowl until light and fluffy. Mix in egg yolk until thoroughly combined and creamy. Add flour and cinnamon and mix until dough is well combined. Spread 2/3 of the dough over one baking sheet; spread remaining dough over half of the second baking sheet. Press down on dough with your fingers, then score with a fork. Whisk egg white and water together in a small bowl; brush lightly over dough. Sprinkle walnuts over top. Bake in the preheated oven for 30 minutes. Remove from the oven and immediately cut into 24 squares or rectangles. Let cool completely on the baking sheets, then remove and separate cookies.","1 cup unsalted butter, softened, 1 cup white sugar, 2 cups all-purpose flour, ½ teaspoon ground cinnamon, 1 large egg, separated, divided, 1 teaspoon water, ½ cup finely chopped walnuts",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4585653.jpg&q=60&c=sc&orient=true,"These crispy, flaky Jan Hagel cookies are a favorite Dutch Christmas tradition.",Cuisine
Dutch,Dutch Croquetten,"Place ground veal in a skillet over medium heat. Cook, stirring to crumble, until evenly browned. Set aside. Melt butter in a saucepan over low heat. Stir in flour until smooth, and cook for about 2 minutes. Gradually stir in milk, then chicken broth to make a smooth thick sauce. Add the cooked ground veal, and season with paprika, chili powder, curry powder, salt, pepper , Worcestershire sauce, and parsley. Stir to blend well. Remove from heat, and set aside to cool to room temperature. When the meat mixture is cooled and slightly firm, shape into cylinders 3 to 4 inches long, and 1 1 /2 inches wide. If you wish, press a strip of the spiced Gouda cheese into the center, making sure it is completely surrounded. In a small bowl, whisk together the egg and water. Place bread crumbs on a plate or tray. Coat croquettes with flour, then dip in the beaten egg mixture, then roll the croquettes in the crumbs to coat. Repeat the coating process if a thicker breading is desired. Heat oil in a large skillet over medium-high heat. When oil is hot, fry croquettes until golden brown on all sides. If you have a deep-fryer, they can be deep-fried instead. Remove to paper towels to drain, and serve hot.","1 pound lean ground veal, 2 tablespoons butter, 4 tablespoons all-purpose flour, ½ cup milk, ½ cup chicken broth, ½ teaspoon paprika, ½ teaspoon chili powder (Optional), 1 teaspoon curry powder (Optional), ½ teaspoon salt, ¼ teaspoon pepper, 1 teaspoon Worcestershire sauce, 1 teaspoon finely chopped fresh parsley, 8 ounces spiced Gouda cheese, cut into strips (Optional), 1  egg, ½ cup all-purpose flour, 2 tablespoons water, 1 ½ cups seasoned dry bread crumbs, 1 cup oil for frying",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F20a705eee7d5b76b3d9e3c0da022439d%2F6073391.jpg&q=60&c=sc&orient=true,"This yummy Dutch snack is sure to please! Seasoned veal dumplings are breaded and then fried. Replace ground veal with lean beef, chicken, or stuff with spiced Gouda!",Cuisine
Dutch,Banket,"In a large bowl, cut cold butter or margarine into flour until the mixture has a crumb-like texture. Make a well in the center, add cold water. Mix together until the mixture forms a ball. Do not overmix. Chill dough. Preheat oven to 450 degrees F (225 degrees C). Grease cookie sheets. In a medium bowl, blend together almond paste, eggs, 3/4 cup sugar, almond extract and salt. Divide dough in 4 parts, and roll into 15 inch strips. Place filling along the center of each long strip of dough. Roll up, and pinch the ends to seal. Place strips 2 inches apart on cookie sheet. Brush with egg white, and sprinkle with the remaining sugar. Bake for 15 to 20 minutes, or until golden.","2 cups all-purpose flour, 1 cup butter, ½ cup water, 1 ½ cups almond paste, 2  eggs, ¾ cup white sugar, ¼ teaspoon almond extract, 1 pinch salt, 1  egg white, beaten",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2F6e592c7afc055443c420ff02c05c697f%2F1696318991888banketstaaf.jpg&q=60&c=sc&orient=true,My husband's family is Dutch and this is a recipe from the Netherlands that is a great tasting pastry using almond paste. Enjoy!,Cuisine
Dutch,Dutch Apple Cake,"Sift flour with baking powder and salt. In a large bowl, cream shortening and 1 cup sugar until light. Beat in egg and vanilla until fluffy. Add sifted ingredients to the creamed mixture alternately with milk, beginning and ending with the sifted ingredients. Spread the batter into a greased 7 x 11 inch baking pan. Place apple pieces in rows on the batter with the sharp edges pressed in slightly. Sprinkle 1/4 cup sugar and cinnamon on top. Bake at 350 degrees F (175 degrees C) for about 50 to 60 minutes, or until the apples are tender and the cake tests done.","½ cup shortening 1 cup white sugar 1  egg 1 ½ teaspoons vanilla extract 1 ½ cups all-purpose flour 1 tablespoon baking powder ½ teaspoon salt ¾ cup milk 2  apples - peeled, cored and cut into eighths ¼ cup white sugar 1 teaspoon ground cinnamon",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9298250.jpg&q=60&c=sc&orient=true,"This is another great cake for the fall. When apples are plentiful and delicious there are so many ways to thank mother nature for its bounty. I pick a lot of the wild apples in the fall, and turn them into great desserts.",Cuisine
Danish,Danish Peppernut Christmas Cookies (Pebernodder),"Preheat oven to 350 degrees F (175 degrees C). Lightly grease two to three baking sheets. Beat the butter and sugar together in a mixing bowl until light and fluffy. Mix in the eggs, one at a time, beating well after each. Stir in the cardamom, cinnamon, nutmeg, cloves, and salt until well blended. Mix in the flour, one cup at a time, until the dough gathers together. With floured hands, pinch off small, 1/2 teaspoon amounts of dough, roll into tiny balls, and place on prepared baking sheets. Bake in preheated oven until bottom of cookies are light tan, 10 to 12 minutes. Cool 15 minutes on baking sheets. Store in an airtight container.","1 cup butter, softened, 1 cup white sugar, 2  eggs, 1 teaspoon ground cardamom, 1 teaspoon ground cinnamon, ½ teaspoon ground nutmeg, ¼ teaspoon ground cloves, 1 teaspoon salt, 2 ¾ cups all-purpose flour, or as needed",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8852459.jpg&q=60&c=sc&orient=true,"These are deliciously tiny, somewhat time consuming to make (but totally worth it), eaten-by-the-handful Danish shortbread cookies. This recipe was given to me by a local grandmother at the annual Scandinavian Festival in Junction City, Oregon. Stored in an airtight container, they'll last close to two weeks.",Cuisine
Danish,Mansaka,"Melt the shortening in a large skillet over medium-high heat. Add the ground beef, and cook, stirring to crumble, until evenly browned. Mix in the onion and garlic; cook until tender. Drain excess grease, and sprinkle in the flour, salt, pepper, sugar, basil, cinnamon and oregano. Stir in the mushrooms and tomato sauce, and simmer for 15 minutes over low heat. Meanwhile, place the potatoes in a microwave-safe bowl or dish, and cook for 5 to 6 minutes, stirring occasionally, or until about halfway done. Preheat the oven to 350 degrees F (175 degrees C). In the bottom of a 9x13 inch baking dish, or shallow casserole dish of similar size, layer half of the potatoes. Spread half of the meat sauce over them, then sprinkle with half of the cheese. Repeat the layers ending with cheese on top. Bake for 35 minutes in the preheated oven, until potatoes are tender and cheese is browned.","1 tablespoon shortening, 1 ½ pounds ground beef, 2 cups sliced onion, 1 clove garlic, minced, 1 tablespoon all-purpose flour, 1 ½ teaspoons salt, ¼ teaspoon ground black pepper, 1 teaspoon sugar, 1 teaspoon dried basil, ½ teaspoon ground cinnamon, ½ teaspoon dried oregano, 1 (4 ounce) can mushrooms, drained, 1 (15 ounce) can tomato sauce, 4  potatoes, thinly sliced , 1 cup shredded Swiss cheese",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F81c9e8feee3bc741a08d0fe115065d09%2F3298930.jpg&q=60&c=sc&orient=true,"This is a casserole taught to me by my grandmother. The combination of meat, vegetables and spices makes it very tasty, and it is also easy to prepare.",Cuisine
Danish,Aebleskiver (Danish Pancakes),"Stir the flour, sugar, baking powder, salt, cinnamon, nutmeg, and cloves together in a large bowl; mix in the egg, milk, butter, and vanilla until just combined. Heat an aebleskiver pan over medium heat; prepare with cooking spray. Pour the batter into each cup to about 2/3 full. Allow the batter to cook in the bottom of the cup 3 to 4 minutes until golden brown. Don't forget which cup you placed the batter in first, it's all about rotation! Use a long skewer or knitting needle to lift one edge and give it a 1/4 turn. The uncooked batter will spill over into the cup, and cook. Continue lifting and turning the edges until the batter is fully cooked into a golden brown ball. Drain on paper towels. These are also great filled. Try with chocolate chips, white chocolate chips, jam, honey, Nutella(R), peanut butter, coconut, cranberries, raisins, blueberries, and pie fillings (not the most nutritious but definitely yummy.) Simply fill the cup about 1/3 full and place the filling in the center of the pooled batter.","1 cup whole wheat flour, 2 tablespoons white sugar, 2 ½ teaspoons baking powder, ½ teaspoon salt, ¼ teaspoon ground cinnamon, 1 dash ground nutmeg, 1 dash ground cloves, 1  egg, lightly beaten, ¾ cup milk, 2 tablespoons unsalted butter, melted, 1 teaspoon vanilla extract",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7065740.jpg&q=60&c=sc&orient=true,"As a young girl, I constantly craved Saturdays and Sundays when my mother would prepare these small delicious pancakes. Now as a college student, I still look forward to Christmas time when our family is together and my mother and I prepare an overwhelming amount to feed family members! Definitely add in any kind of jam, peanut butter, honey, Nutella®, chocolate chips, fruit (diced apples, blueberries, etc.); the possibilities are endless and so delicious!",Breakfast and Brunch
Danish,Danish Red Cabbage,"Remove the outer set of leaves of cabbage and discard. Cut cabbage quarters; remove and discard white stem. Chop remaining cabbage finely. Melt butter in a pot over medium heat. Cook and stir cabbage in melted butter until softened slightly, 2 to 3 minutes. Pour vinegar over cabbage and stir to coat. Add cranberry juice and sugar to the pot. Season cabbage mixture with salt. Reduce heat to low, place a cover on the pot, and cook, stirring occasionally, until the cabbage is completely tender, 60 to 75 minutes. Add more sugar towards the end if it is tart.","1 (2 pound) red cabbage, 2 tablespoons butter, ¼ cup distilled white vinegar, 1 cup cranberry juice, 2 tablespoons sugar, or more to taste,   salt to taste",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F31991eea5fdc2dec92982adfeb384fb6%2F1005087.jpg&q=60&c=sc&orient=true,"Danish side dish served hot with meatballs (frikadeller), pork chops, pork roast, duck. Particularly popular around Christmas.",Side Dish
Danish,Dansk Aebleskiver (Danish Doughnuts),"Preheat an electric aebleskiver pan, according to the manufacturer's directions. Beat together eggs, buttermilk, and butter in a mixing bowl until smooth. Gradually whisk flour, salt, sugar, baking soda, and cardamom into egg mixture until evenly blended and smooth. Spoon 1 tablespoon of shortening into each cup of the preheated aebleskive pan, and allow oil to heat. Pour batter into each cup until 3/4 full. Allow batter to cook in the bottom of the cup, 3 to 4 minutes or until golden brown. Then use a long skewer or knitting needle to lift one edge and give it a 1/4 turn. The uncooked batter will spill over into the cup, and cook. Continue lifting and turning the edges until batter is fully cooked into a golden brown ball. Drain on paper towels.","8  eggs, 1 quart buttermilk, ¼ cup melted butter, 4 cups all-purpose flour, 1 teaspoon salt, 2 tablespoons white sugar, 1 teaspoon baking soda, 1 ½ tablespoons ground cardamom, 2 cups vegetable shortening, melted",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4559079.jpg&q=60&c=sc&orient=true,"This traditional Danish donut is a favorite family affair, especially for my husband, who is from Denmark. I make the batter, my husband does the cooking, and the kids help us make them disappear! We like to dip our aebleskivers in raspberry jam, maple syrup, and powdered sugar. The cardamom gives them that something extra. No wonder this recipe is a family favorite! Danish cooks use a long knitting needle to turn doughnuts, but you can use a fork, too.",Bread
Danish,Sour Cream Banana Cake,"Preheat the oven to 350 degrees F (175 degrees C). Grease three (9-inch) round cake pans. Beat together brown sugar and 1 cup butter in a large bowl until creamy and smooth. Add eggs one at a time, mixing well after each addition. Beat in mashed bananas and 1 cup sour cream. Stir in flour, baking soda, and salt until well combined. Mix in nuts and 2 teaspoons vanilla until incorporated. Bake in the preheated oven until a toothpick inserted into the centers of cakes comes out clean, 30 to 40 minutes. Allow cakes layers to cool completely on wired racks. Meanwhile, beat confectioners' sugar, remaining 1/2 cup butter, and remaining 1/4 cup sour cream in a large bowl until well combined. Add remaining 1 teaspoon vanilla and beat until frosting is fluffy. Layer cooled cake layers with frosting. You can bake this cake in a greased 9x13-inch dish if desired. Bake in the preheated 350 degrees F (175 degrees C) oven until a toothpick inserted into the center comes out clean, 40 to 50 minutes.","2 cups packed brown sugar, 1 1/2 cups butter, softened and divided, 4 large eggs, 4 bananas, mashed, 1 1/4 cups sour cream, divided, 4 cups sifted cake flour, 1 teaspoon baking soda, ⅛ teaspoon salt, 1 cup chopped walnuts, 3 teaspoons vanilla extract, divided, 4 cups confectioners' sugar",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8535410.jpg&q=60&c=sc&orient=true,This sour cream banana cake recipe came from Denmark with my great-grandmother and great-grandfather when they came over to the United States.,Cuisine
Danish,Pebber Nodder (Danish Christmas Cookies),"Preheat the oven to 350 degrees F (175 degrees C). In a large bowl, mix together butter and sugar until smooth. Beat in eggs one at a time, stirring until light and fluffy. Combine flour, cardamom, and cinnamon; stir into sugar mixture just until blended. Separate dough into 6 balls, and roll each ball into a rope about as big around as your finger on a lightly floured surface. Cut into 1/2-inch pieces, and place them on an ungreased baking sheet. Bake for 10 minutes in the preheated oven, or until lightly browned. Cool on baking sheets for a few minutes, then transfer to wire racks to cool completely.","1 cup butter, 1 cup sugar, 2  eggs, 2 ½ cups all-purpose flour, 1 teaspoon ground cardamom, 1 teaspoon ground cinnamon, or to taste",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9230450.jpg&q=60&c=sc&orient=true,These Danish cookies are like little bites of Christmas. Cinnamon and cardamom flavor little shortbread nuggets.,Cuisine
