recipe_id,ethnicity,Recipe Name,instructions,ingredients,image,descriptor,category
256,Jamaican,JamaiJerk Chicken,"Place chicken in a medium bowl. Cover with water, lime juice. Set aside. Place oil, allspice, thyme, black pepper, salt, brown sugar, ginger, nutmeg in a blender; blend until well combined. Add onions, green onions, habanero peppers, garlic; blend until almost smooth. Pour most of the blended marinade mixture into the bowl with chicken, reserving a small amount to use aa basting sauce while cooking. Stir chicken until well coated. Cover the bowl, marinate in the refrigerator for at least hours. Preheat an outdoor grill for medium heat, lightly oil the grate. Cook chicken slowly on the preheated grill, turning frequently, basting often with reserved marinade mixture, until no longer pink in the center, the juicerun clear. An instant-read thermometer inserted into the center of chicken should read at least degreeF ."," skinless, boneless chicken breast, water, limes, juiced, vegetable oil, ground allspice, dried thyme, ground black pepper, salt, brown sugar, ground ginger, ground nutmeg, onions, green onions, habanero peppers, clove garlic",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,"Thijerk chicken recipe ia succulent, tropical treat. You'll love the heat, flavor of thifiery marinade.",Cuisine
257,Jamaican,"Jerk Chicken, Pasta","Make the chicken: Rub chicken with jerk paste, place into a shallow dish. Cover, refrigerate for at least hour. Preheat an outdoor grill for high heat, lightly oil the grate. Cook chicken on the preheated grill until no longer pink in the center, the juicerun clear, to minuteper side. An instant-read thermometer inserted into the center should read at least degreeF . Remove to a plate, keep warm. While the chicken icooking, make the pasta: Bring a large pot of lightly salted water to a boil. Add egg noodleand cook at a boil until tender yet firm to the bite, to minutes. Drain. While the noodleare cooking, heat oil in a large saucepan over medium heat. Add garlic, cook until fragrant, about minute. Mix in stock, winecilantro, jerk paste, salt, pepper. Squeeze of the lime quarterinto the pan, bring to a boil. Reduce the heat to low, stir in cream. Cook, stir until mixture thickens, about minutes; do not let it boil. Pour cooked egg noodleinto the pan, toswith cream sauce until coated, warm. Divide noodleamong four serving plateand top with grilled chicken. Squeeze remaining lime quarterover top, garnish with cilantro sprigs."," skinless, boneless chicken breast halves, jerk paste",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFacbb9efcd9adbdcF9FACC-9A-B-BA-99EA.jpeg&q=&c=sc&orient=true,"ThiJamaican-style jerk chicken pasta dish ipassionately spicy! With jerk paste marinating the chicken, heating up the sauce, you'll get a burst of fire in every bite.",Cuisine
258,Jamaican,JamaiCabbage,"Peel tough outer leavefrom cabbage. Core the head, shred cabbage; set aside. Heat olive oil in a large skillet over medium-high heat; add onion, bell pepper, green onion. Cook, stir vegetableuntil about minutes. Mix in Scotch bonnet pepper, thyme, salt. Stir cabbage, carrotinto onion mixture until thoroughly combined. Cover the skillet, reduce heat to medium-low. Cook, stirring occasionally, until cabbage startto soften, about minutes. Stir in vinegar, sugar. Cook, uncovered, stirring occasionally, until cabbage itender, about more minutes. Discard Scotch bonnet pepper, thyme before serving."," head cabbage, olive oil, small onion, green bell pepper, green onion, whole Scotch bonnet, chile pepper, sprigfresh thyme, salt, shredded carrots, white vinegar, white sugar",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF.jpg&q=&c=sc&orient=true,Thispicy Jamaican-style cabbage dish with chile pepper ideliciouwith jerk chicken or pork.,Side Dish
259,Jamaican,Jerk Chicken Wings,"Place yellow onion, habanero peppers, green onions, lime juice, soy sauce, garlic, fresh thyme, brown sugar, oil, salt, black pepper, allspice, dried thyme, cinnamon, cumin, nutmeg into a blender. Blend until marinade icompletely smooth. Place chicken drumetteinto a large bowl. Pour marinade over chicken, tosto coat completely. Cover the bowl with plastic wrap, marinate in the refrigerator for at least hourto overnight. Preheat the oven to degreeF . Line a baking with aluminum foil, coat with cooking spray. Arrange chicken evenly on the prepared baking; reserve marinade in the bowl. Bake in the preheated oven for minutes. Brush of the reserved marinade onto chicken, then turn over. Bake for minutes. Turn chicken over, brush with remaining reserved marinade. Continue baking until tender, caramelized, to more minutes. An instant-read thermometer inserted near the bone should read at least degreeF . Rest chicken on the baking for minutebefore removing to a serving platter. You marinate the wingfor hourat room temperature, turning every minutes, instead of marinating in the refrigerator overnight."," yellow onion, habanero peppers, seeded, chopped, green onion, lime juice, soy sauce, clove garlic, fresh thyme leaves, brown sugar, vegetable oil, kosher salt, ground black pepper, ground allspice, dried thyme, ground cinnamon, ground cumin, nutmeg, chicken wing drumettes, cooking spray",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFe99a9efee9dbccfF999_9.jpg&q=&c=sc&orient=true,"These jerk chicken wingare so flavorful, different, deliciouthat I may have eaten my last Buffalo wing. Okay, I didn't mean that, but these are amazing, have the perfect balance of sweet, sour, salty, spicy. I'm usually pretty casual about you changing my recipes, but I insist you not change any of the key ingredients, which are every one of them.",Appetizerand Snacks
260,Jamaican,Jerk Marinade Seasoning Rub,"Whisk together onion powder, thyme, allspice, black pepper, turbinado sugar, garlic powder, sea salt, ginger, cinnamon, nutmeg, cayenne pepper, marjoram, sage, rosemary in a bowl until well combined. You use bird'eye pepper instead of cayenne pepper. You use thion chicken, beef, fish, tofu tempeh aa marinade, make it into a jerk sauce add it to rice or couscouaa spicy seasoning. Store the finished seasoning in a sealed glasjar to maintain itintense aroma, freshness."," onion powder, dried thyme, ground allspice, cracked black pepper, turbinado sugar, garlic powder, sea salt, ground ginger, ground cinnamon, ground nutmeg, cayenne pepper, dried marjoram, dried sage, dried rosemary",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,"Thidry jerk seasoning blendmore than herband spicefor a deliciouarray of spicy superbness. The combination of cinnamon, thyme, cayenne pepper, garlic, onion, allspice, much more iso good that you will never buy a store-bought version of jerk seasoning again.",Herband SpiceRecipes
261,Jamaican,Perfect Baked Jerk Chicken,"Mix salt, allspice, brown sugar, onion powder, garlic, nutmeg, black pepper, ginger, cayenne pepper, cinnamon, thyme in a large bowl; add chicken pieceand tosto coat with seasoning mix. Cover, marinate in the refrigeratto hours. Preheat the oven to degreeF . Pour vegetable oil into a 9x-inch baking dish. Place chicken pieceskin-side up into the baking dish. Bake in the preheated oven until juicerun clear, chicken ino longer pink near the bone, hour minutes. An instant-read thermometer inserted near the bone should read degreeF . Turn the oven on to broil, cook until the skin crisps, to minutes. Nutrition data for thirecipe includethe full amount of jerk seasoning. The actual amount of jerk seasoning consumed will vary."," salt, ground allspice, brown sugar, onion powder, dried garlic, ground nutmeg, black pepper, ground ginger, cayenne pepper, ground cinnamon, dried thyme leaves, whole chicken, vegetable oil",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF.jpg&q=&c=sc&orient=true,"Thibaked jerk chicken inot too sweet, not too spicy. I waon the hunt for a perfect jerk seasoning, ended up making my own blend. Hope you like it!","Meat, Poultry"
262,Jamaican,JamaiFried Snapper,"Pat fish dry; cut small sliton each side of fish. Season all over with salt, pepper. Heat -quart of oil in a large skillet over medium-high heat until smoking. Fry fish in hot oil until browned, crisp, about minuteper side. Remove fish, place on a paper towel-lined plate. Heat of oil in a large skillet over medium-high heat. Add onion, carrot, garlic; cook, stir for to minutes. Add vinegar, water, salt, habanero pepper, thyme, allspice, sugar; continue cooking until liquid hareduced, about minutes. Spoon onion mixture over fried fish to serve."," whole red snapper, cleaned, scaled, salt, freshly ground black pepper, quart vegetable oil, vegetable oil, white onion, large carrot, cut, garlic, white vinegar, water, salt, habanero pepper, seeded, sprig fresh thyme, leavestripped, allspice berry, cracked, brown sugar",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,"Thifried snapper dish ia traditional Jamaifish recipe called ""escovitch."" My grandmother made thithe night before church so that we could serve it at a large communal meal after the service.",Cuisine
263,Jamaican,Sharon'JamaiFruit Cake,"Preheat the oven to degreeF . Grease, flour two 9-inch round cake pans. Place butter, sugar into a large bowl; beat with an electric mixer until light, fluffy. Beat in eggs; add rum, lime juice, almond extract, vanilla, lime zest. Stir in dried fruit, wine, molasses. Sift flour, baking powder, nutmeg, allspice, cinnamon, salt together in a large bowl; gently fold into fruit mixture. Pour batter evenly into the prepared pans. Bake in the preheated oven until a toothpick inserted into the center comeout clean, to minutes. Let cool in the pan for minutes, then turn out onto a wire rack, cool completely. For even better results, you soak dried fruit in wine for at least weeks boil the fruit in the wine. Use a combination of raisins, currants, golden raisins, prunes, dried cherries any dried fruit of your preference. Additional wine or rum be brushed onto the cake aneeded to keep it moist."," butter, white sugar, large eggs, white rum, lime juice, almond extract, vanilla extract,zest of one lime, chopped dried mixed fruit, red wine, dark molasses, all-purpose flour, baking powder, ground nutmeg, ground allspice, ground cinnamon, salt",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFab9ccaffebabecbfdbcF9sharons-jamaican-fruit-cake.jpg&q=&c=sc&orient=true,"ThiJamaifruitcake recipe ia dark, rich cake for wine, fruit lovers! I use thifruitcake recipe for Christmaand birthdays. I prefer to use JamaiRed Label wine, white rum, but you use your favorites.",Cuisine
264,Jamaican,JamaiSaltfish Fritter,"Soak cod in cold water to rehydrate it, remove excessalt, hourto overnight. Remove boneand skin from fish. Flake, shred fish into small pieces; set aside. Sift flour, pepper, baking powder into a large bowl. Add tomatoes, green onions, flaked cod. Pour in water; stir until well blended. Heat inch of oil in a large, heavy skillet over medium heat. Drop rounded spoonfulof batter into the skillet; fry in hot oil until golden brown, crisp, about minuteper side. Drain on paper toweland serve hot. If you can't soak the fish overnight, place salt cod in a saucepan, fill with enough water to cover. Bring to a boil, reduce heat to a simmer, cook for minutes. Drain, rinse under cool water. Repeat with fresh water four more times. Taste to check salt level; if the fish istill too salty, repeat. We have determined the nutritional value of oil based on a retention value of after cooking. The exact amount will vary depending on cooking time, temperature, ingredient density, the specific type of oil used."," dried salted cod fish, cold water, to cover, all-purpose flour, ground black pepper, baking powder, large tomato, green onions, water, vegetable oil",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFdb9af9cddbcF9999.jpg&q=&c=sc&orient=true,"Jamaifritterare a popular appetizer in Jamaica. Just stamp them out in the kitchen, take some for the road, go! Salt cod be prepared the day before for a quicker cook time. These are also good served with a spicy dipping sauce.",Appetizerand Snacks
265,Italian,Seafood Risotto,"Heat olive oil in a large, heavy-bottomed saucepan over medium-low heat. Add leek, garlic; cook, stir until soft, about minutes. Add rice, cook for minutestirring frequently. Pour in chicken broth, bring to a boil over high heat, stirring occasionally. Reduce heat to medium-low, simmer, uncovered, for minutes, continuing to stir occasionally. Pour in remaining chicken broth, wine; increase heat to medium, cook for about more minutes, stirring constantly. Add scallops, shrimp, peas, red pepper. Cook, stirring constantly, until remaining liquid ialmost absorbed, seafood hacooked, about minutes. When rice ijust tender, slightly creamy, season with Parmesan cheese, basil, lemon juice, pepper."," olive oil, large leek, cleaned, clove garlic, Arborio rice, low-sodium chicken broth, dry white wine, bay scallops, medium shrimp, deveined, fresh snow peas, trimmed crosswise, medium red bell pepper,Parmesan cheese, dried basil, lemon juice, ground black pepper",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF.jpg&q=&c=sc&orient=true,"Thiseafood risotto ieasy to make, quicker than a classic risotto. It haa gorgeoucreamy texture, taste, makea deliciouspring or summer dish!",Main Dishes
266,Italian,Mediterranean Turkey Meatball Pan Dinner,"Preheat the oven to degreeF . Line a pan with foil or parchment paper. In a large bowl, combine parsley, rosemaryegano, dill, mint, salt, pepper. Stir to combine. Set aside of herbto use with vegetablelater in the recipe. To the large bowl, add breadcrumbs, shallot, garlic, lemon zest; stir to combine. Whisk beaten egg with olive oil, stir into the breadcrumb mixture. Add ground turkey. Mix all ingredientwell using your hands. If meatballseem too wet, work in another of bread crumbs. Form into meatballand place on the prepared pan. Spray meatballwith olive oil spray. Bake in the preheated oven for minutes. Meanwhile, combine lemon juice, reserved herb mixture, remaining olive oil, toswith red pepper, green pepper, red onion, zucchinis. Remove meatballfrom the oven; distribute vegetablearound the meatballon the pan. Return the pan to the oven; continue baking until vegetableare tender, meatballare no longer pink in the center, about minutes. An instant-read thermometer inserted into the center should read at least degreeF . Sprinkle with crumbled feta cheesetomatoes, olives. Serve warm."," fresh flat-leaf parsley, fresh rosemary, fresh oregano, fresh dill, fresh mint, kosher salt, freshly ground black pepper, plain breadcrumbs, shallot, clove garlic, lemon, zested, large egg, lightly olive oil, ground turkey, Olive oil, nonstick cooking spray, lemon, juiced, red or yellow bell pepper, green bell pepper, small red onion, zucchini, crumbled feta cheese, tomatoes, black or Kalamata olives",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFbccebf9cd9acc9cF99C9E9F-DBC-D-9A9-F99ACE.jpeg&q=&c=sc&orient=true,"Thiground turkey meatball pan dinner takeon all the flavorof fresh herbs, shallot, garlic, lemon zest you’ll find in Greek cooking. They add loadof flavor to both the turkey meatballand the veggies. Give the meatballa head start in the oven, tosin a few veggiewith some of the seasonings, olive oil, lemon juice for a complete dinner, done on a pan.",Everyday Cooking
267,Italian,Genoise Sponge,"Preheat the oven to degreeF . Grease a -inch cake pan. Beat egg whiteand cream of tartar until soft peakform. Add sugar gradually, beating until very stiff. Cream butter, sugar in a large bowl with an electric beater until light in color. Add egg yolks, beat until thick, fluffy. Sift flour, baking powder, salt over batter; fold in. Gently fold in egg whites. Pour batter into prepared pan. Bake in the preheated oven until a toothpick inserted into the center comeout clean, about to minutes. Cool in the panfor minutes, then remove to a wire rack to cool completely."," large egg whites, cream of tartar, white sugar, butter, white sugar, large egg yolks, sifted cake flour, baking powder, salt",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF.jpg&q=&c=sc&orient=true,"ThiGenoise sponge iperfect for a special occasion. Top with fruit, cream or layer with your favorite frosting.",Desserts
268,Israeli,Curried Israeli Couscous,"Heat oil in a saucepan over medium heat. Add onion, bouillon cubes, curry powder, oregano. Cook, breaking up bouillon cubes, until onion isoft, about minutes. Add couscouand mix thoroughly. Add water to the saucepan, bring to a boil. Cover, reduce heat to low. Simmer, stirring frequently, until couscouisoft, to minutes. Feel free to use beef or chicken bouillon if you prefer."," olive oil, onion, vegetable bouillon, yellow curry powder, pearl couscous, water",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets-ucg.meredithcorp.ioFaccbfaafaaf9aaed9F.jpg&q=&c=sc&orient=true,"Thiia great way to serve your delicioumain dish protein. The large-size Israeli pearl couscouiperfect for soaking up sauce, haenough flavor to enhance any protein. Serve under fish, chicken, beef vegetarian proteins.",Side Dish
269,Israeli,"Whole Rice, Lentil","Heat olive oil in a pot over medium heat; cook, stir onion, garlic until onion ha to minutes. Add ginger, stir until fragrant, minute. Add brown rice, stir to coat rice with oil. Stir lentils, cumin, salt, black pepper, cinnamon into rice mixture; cover with water. Place lid on pot, simmer over low heat until lentilare tender, rice haabsorbed the water, about minutes."," olive oil, large onion, garlic, fresh ginger root, brown rice, green lentils, ground cumin, salt, ground black pepper, ground cinnamon, water",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,"One of my 'Israeli' recipethat I've adapted for whole rice . Good aa whole meal or aa side dish. Freezefairly well, too.",Main Dishes
270,Israeli,"Fast, Easy Israeli Tahini Cookies","Preheat oven to degreeF . Line a baking with waxed paper. Mix flour, sugar, baking powder together in a large bowl; add butter, tahini, mix until dough icrumbly. Roll dough into small balland preseach ball into a flattened cookie shape using your palms. Arrange cookiein the prepared baking, preswith a fork. Place the baking on the middle rack of the oven, bake until cookieare golden, about minutes. Cool cookieon baking for to minutebefore transferring to a wire rack to cool completely. Eggare omitted in the traditional recipe for religioudietary reasons, but feel free to add them. One egg will make the cookiestronger while warm, two eggwill give them more bite, body. Honey or brown sugar be used in place of the white sugar. Nuts, dried fruit vanilla extract also be added to the batter. It ivery important to let the cookiecool all the way. They are very fragile when they come out of the oven."," all-purpose flour, white sugar, baking powder, unsalted butter, tahini",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets-ucg.meredithcorp.ioFbfbcdfceaacccF.jpg&q=&c=sc&orient=true,"A quick, simple Middle Eastern/Mediterranean hit. I've seen both little Jewish grandmotherin Jerusalem make these cookieand Bedouin women living in the middle of the desert. A great simple recipe that isn't too sweet, ivery versatile, fast. Enjoy.",Cuisine
271,Israeli,"Apple, Honey Sorbet","In a large, resealable plastic bag or plastic container with a lid, mix applewith the juice of lemon. Freeze for several houror overnight. In a small saucepan, bring water, sugar to a boil. Reduce heat, simmer for minutes. Remove from heat, stir in honey. Cool completely. Place apple in a blender, liquidize them with juice of lemon, the cooled sugar syrup until asmooth apossible. The peel will add texture, prevent the mixture from being completely smooth. Transfer the mixture to an ice cream machine, freeze according to directions. Leave the sorbet out to soften minuteprior to serving."," Granny Smith apples, cored, water, sugar, lemons, juiced, honey",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets-ucg.meredithcorp.ioFafba9fc9cc9ecF.jpg&q=&c=sc&orient=true,"Thiithe sorbet I served on Rosh Hashana meal between first, main course. It iwhite flecked with bright green, tangy from the green apples, sweet with honey. Fresh, fabulous. Shana Tova! I recommend eucalyptublossom honey, easily found in Israel.",Cuisine
272,Israeli,Shakshuka ,"Heat the vegetable oil in a skillet over medium heat. Stir in the garlic, onion; cook, stir until the onion ha turned translucent, about minutes. Stir in zucchini; cook, stir for minutes. Mix in the crushed tomatoeand hot pepper sauce. Cover, simmer for minutes. Make wellin the tomato mixture, crack the egginto each well. Do not stir. Cover, cook until eggare desired consistency, about minutefor soft yolks. Carefully remove the eggfrom the skillet, serve with the tomato sauce."," vegetable oil, clove garlic, onion, zucchini, tomatoes, dashehot pepper sauce , eggs, salt",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,"Thiia great, quick, flavorful dish I learned while living in southern Israel. You add spiceto taste, but for the first go, try it thiway. Make hearty servings. Serve with bread to sop up the sauce.","Breakfast, Brunch"
273,Israeli,Cheese Bourekas,"Preheat the oven to degreeF . Grease a baking. Beat egg in a medium bowl, mix in cheese. Season with parsley, garlic powder, onion powder, salt, pepper. Set aside. Cut each puff pastry into equal squareon a lightly floured surface for a total of squares. Beat remaining egg with water in a small bowl. Brush edgeof each pastry lightly with egg wash. Place a heaping cheese mixture in the center of each square. Fold pastry over filling, seal edgewith a fork. Transfer to the prepared baking, brush topwith remaining egg wash, sprinkle with sesame seeds. Bake in the preheated oven until golden brown, about minutes."," large eggs, shredded mozzarella cheese, dried parsley, garlic powder, onion powder, salt, black pepper,package frozen puff pastry, water, sesame seeds",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,"Bourekaare puff pastry pocketfilled with cheese. They are great served aan appetizer or for breakfast with salad, olives, cheese, plain yogurt, the traditional Israeli way. They could also be filled with leftover mashed potatoeor spinach, feta.",Appetizerand Snacks
274,Israeli,Foolproof Potato Latkes,"Place of the potatoes, onion, eggs, salt, flour, baking powder in the bowl of a food processor; pulse several timeuntil the vegetableare finely chopped. Add remaining potatoeand pulse again until all potatoeare mixture ithoroughly combined. Heat canola oil in a skillet over medium heat. Scoop up about of potato mixture at a time, place in skillet. Fry latkeuntil brown, crisp on the bottom, to minutes. Flip, cook other sideuntil brown, to minutelonger. Repeat with remaining potato mixture, replenishing oil aneeded. Serve hot."," potatoes, cubed, onion eggs, salt, all-purpose flour, baking powder, canola oil",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,"Thiimy mother'crispy latke recipe. It'been a smashing hit at dozenof Chanukah parties. The secret iin the potatoes, which are crushed rather than grated, resulting in a light, crispy latke. Applesauce, sour cream are favorite accompanimentfor these latkes. Make an interesting tuna salad, cut up some veggies, you have a full meal.",Side Dish
275,Israeli,"Israeli Tomato, Cucumber Salad","Toscucumbers, tomatoes, onion, bell pepper, garlic, parsley, mint together in a bowl. Drizzle olive oil, lemon juice over the salad, tosto coat; season with salt, pepper."," English cucumbers, Roma tomatoes, purple onion, red bell pepper, garlic, fresh parsley, fresh mint",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,"Chopped tomatoes, cucumbers, onions, parsley combine with a drizzled dressing of lemon juice, olive oil, garlic, mint leaves.",Salad
276,Israeli,MorocShabbat Fish,"Preheat an oven to degreeF . Layer thed red pepperandd tomatoein the bottom of a baking dish. Arrange the tilapia filleton top of the vegetables. Combine the paprika, chicken bouillon, cayenne, salt, pepper, olive oil, water, mix well. Pour the seasoning mixture over the fish. Sprinkle with parsley. Cover the baking dish with aluminum foil, bake in the preheated oven until the fish flakeeasily with a fork, the vegetableare tender, about hour."," red bell pepper, cut, tomatoe tilapia fillets, paprika, chicken bouillon granules, cayenne pepper, salt, pepper, olive oil, waterfresh parsley",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF99.jpg&q=&c=sc&orient=true,"Every Shabbat my mother-in-law makethifish. I've modified it since the fish she usein Israel isn't available in the Midwest. When you smell thifish cooking, you know it'Shabbat! Serve thiwith lotof Challah to soak up the yummy juice!",African
277,Israeli,Authentic Middle Eastern Hummu,"Rinse the garbanzo beanand, place in a pot. Fill with enough water to cover by at least inch. Add baking soda, if using. Bring to a boil, then simmer over medium heat until the beanare very soft, to hours. Drain the beans, reserving some of the water to use later. Reserve a small handful of the whole beanfor a garnish. Transfer the rest to a blender or if you have a hand blender, a large bowl. Blend the beanuntil smooth, adding of olive oil gradually. Add some of the reserved water if needed to help it blend. Add the tahini, blend in along with the lemon juice. Blend in the garlic, cumin, salt. Spread the hummuinto a flat serving dish, garnish with the reserved beanand a drizzle of olive oil. Use freshly squeezed lemon juice for best results. Add more lemon juice or garlic incrementally to suit your taste. Add enough hot water when blending so that the chummubecomea smooth, rather thick dip rather than a clumpy paste. Chummuhaa tendency to thicken up ait cooland water be added later if desired. Thichummufreezevery well, tastefresh when defrosted. For a fresher taste, use fresh, hot water to thin instead of the bean soaking liquid."," dry garbanzo beans, soaked overnight, baking soda, extra-virgin olive oil, tahini paste, fresh lemon juice, large clove garlic, ground cumin, salt, extra virgin olive oil",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,"Authentic chummuivery different, SO much tastier than itAmericounterpart. Thichummuicreamy, delicate in taste rather than overpowered with garlic or thick, pasty. It ieaten warm, fresh, aa whole meal spread out in a dish, drizzled with fresh olive oil. It iscooped up with pita, raw onions just a fork. Do NOT use canned chickpea!",Appetizerand Snacks
278,Indonesian,Indonesian Spiced Rice,"Heat oil in a large, heavy pan over medium heat. Stir in onion, jalapeños, garlic. Sauté until onion itranslucent; about to minutes. Stir in turmeric, cinnamon. Add rice; cook, stir for minutes. Mix in chicken broth, water, bay leaf; bring to a boil. Reduce heat to low, cover, cook for minutes. Turn off the heat, let sit for minutes. Garnish with chopped green onion."," vegetable oil, large onion jalapeno peppers, seeded, clove garlic, ground turmeric, ground cinnamon, uncooked long-grain white rice, canchicken broth, water, bay leaf, green onions, chopped",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,"Thispicy rice iperfectly seasoned with garlic, jalapeños, fragrant spices. Great with kabobor grilled lamb.",Side Dish
279,Indonesian,Cap Cai,"Heat vegetable oil in a large saucepan over medium heat. Stir in garlic, onion; cook, stir until onion ha turned translucent, about minutes. Add shrimp, bok choy, broccoli, cauliflower, carrot, green onion. Pour in water, cover, cook until shrimp ino longer translucent in the center, vegetableare tender, about minutes. Dissolve cornstarch into fish sauce in a small bowl. Stir into the cap cai along with oyster sauce, sugar, pepper; stir until thickened. Season with salt before serving."," vegetable oil, clove garlic, onion, medium shrimp , head bok choy, broccoli, cauliflower, large carro, green onions water, cornstarch, fish sauce, oyster sauce, white sugar, ground black pepper, salt",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,"Learn how to make cap cai, a yummy Chinese-Indonesian vegetable dish that you'll find in restaurantall over Jakarta. It'a great pescetarian dish, too. We usually serve it with brown rice, fried tofu. You leave out the prawnand the taste istill great even substitute for chicken.",Cuisine
280,Indonesian,Chicken In Coconut Sauce,"Mix cream of coconut with hot water until smooth, well blended; set aside. Heat oil in a large skillet over medium-high heat; place chicken breastinto hot oil, fry until golden brown but still pink inside, about minuteper side. Transfer chicken breastto a paper towel-lined plate; sprinkle with lemon juice, ginger, chili powder, salt, pepper. Place onionand garlic into the skillet over medium heat; cook, stir until soft, translucent, about minutes. Return chicken breastto the skillet on top of cooked onionand garlic; pour coconut cream mixture over chicken. Reduce heat to medium-low; simmer until chicken icooked through, sauce hathickened, about minutes."," cream of coconut, hot water, vegetable oil, skinless, boneless chicken breast halves, lemon juice, ground ginger, chili powder, salt, pepper, onions clove garlic, crushed",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF99.jpg&q=&c=sc&orient=true,Thichicken in coconut sauce dish ia deliciourecipe from Indonesia. The coconut adda creamy taste to the chicken!,Cuisine
281,Indonesian,Mie Goreng - Indonesian Fried Noodles,"Bring a pan of water to a boil, cook the ramen until tender, about minutes. Plunge the noodleinto cold water to stop the cooking, drain in a colander set in the sink, drizzle the noodlewith of vegetable oil. Set aside. Place the chicken stripin a bowl, toswith olive oil, garlic salt, black pepper. Heat of oil in a wok over high heat, cook, stir the chicken until it ino longer pink, about minutes. Stir in the shallotand garlic, cook, stir until they start to turn brown. Add the cabbage, carrots, broccoli, mushrooms, cook, stir until the vegetableare tender, about minutes. Stir in the ramen noodles, soy sauce, sweet soy sauce, oyster sauce, mixing the noodleand sauceinto the vegetableand chicken. Bring the mixture to a simmer, sprinkle with salt, pepper, serve hot.","ramen noodle, vegetable oil, boneless chicken breast halves, olive oil, garlic salt, ground black pepper, vegetable oil, shallots, clove garlic shredded cabbage, shredded carrots, broccoli florets, fresh mushrooms, soy sauce, sweet soy sauce , oyster sauce, salt, pepper",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFfbe99e9d9e9eaF9-ED-FD-BFE-9CACA.jpeg&q=&c=sc&orient=true,Thitasty noodle dish ithe same one my mom used to make for me when I wagrowing up. It'definitely comfort food. You alter it with adding your favorite meatand veggies.,Cuisine
